LogReturn,RSI,Rolling_Vol,Trend_Dist
0.0,50.0,0.0,0.0
-0.07464335114905,50.0,0.0,0.0
-0.07240150831598667,50.0,0.0,0.0
0.03511123892407983,50.0,0.0,0.0
-0.024967658573127792,50.0,0.0,0.0
0.008317415847792081,50.0,0.0,0.0
0.08033258980830758,50.0,0.0,0.0
-0.029306072958098176,50.0,0.0,0.0
-0.027867817193167922,50.0,0.0,0.0
-0.017522571265166875,50.0,0.0,0.0
-0.012202475999442316,50.0,0.0,0.0
-0.05753862134517328,50.0,0.0,0.0
-0.004554565208133669,50.0,0.0,0.0
0.03010936786854685,31.997433088432956,0.0,0.0
-0.008640560327416795,31.461697343776365,0.0,0.0
-0.022521436563615105,35.852649147070125,0.0,0.0
-0.042370445494222315,39.000831083749965,0.0,0.0
-0.0890971731632362,27.381696723099907,0.0,0.0
-0.02573685720834996,27.65159729425382,0.0,0.0
0.029418542484082596,30.13893481514323,0.0,0.0
0.018335537549769843,17.642548549219,0.0,0.0
0.048630490107531996,27.775350675520585,0.0,0.0
0.03367050886515816,35.319233062186115,0.0,0.0
-0.009535019685869594,36.15974490007074,0.0,0.0
0.002036301839769173,37.649075556864375,0.0,0.0
0.04387568380252532,50.47305935070767,0.0,0.0
0.03086216574971276,54.8296193540155,0.0,0.0
0.02642945473533767,54.529605069204656,0.0,0.0
-0.015326230901940883,53.56509204030843,0.0,0.0
-0.031435894996154165,52.33635884862235,0.03940571398417524,-1.5568013509114849
0.0031370869973757617,58.31447690334131,0.039426208375151595,2.097728474934968
0.01982518661870079,75.4697107083856,0.037465821917285445,10.88165283203125
-0.004855387987120306,79.65872234847859,0.03508654776391754,9.160656738281261
-0.017351722052715512,73.2416679884614,0.03455661258679606,3.3283009847005474
0.009436987957972875,72.64451114486748,0.03434504346901506,7.369839477539074
-0.008619789324393464,65.48021540725297,0.034324983738832957,4.685956827799487
-0.06675031813644425,47.00290625259487,0.03268168302980752,-17.475907389322913
-0.00020087830465635576,48.49482444639839,0.032412698750809425,-15.385898844401027
-0.031390769190214725,43.588838252778146,0.032502619324573746,-24.31647033691405
0.021178223352178425,38.99985893518871,0.03278248449190714,-15.226090494791663
-0.004846733365239283,30.95129364603021,0.03274939532653575,-15.390054321289085
0.013028475982844394,26.597270498096947,0.031282231284405534,-10.10895690917971
-0.06357224291092703,22.686407400521674,0.03325647137962653,-30.8067647298177
0.028534896464091998,32.401374740088016,0.03320240552444701,-19.704808553059877
-0.02043287172521867,29.646025320816435,0.033331301831795924,-25.178987630208326
-0.037868067090557754,21.80679352353131,0.03373766534930154,-36.10690917968748
0.0004389084643792419,22.264542733699386,0.03298636271810887,-34.84323730468748
0.005086850113011883,24.801979151483863,0.02874577091337444,-33.13751627604165
0.008929583542813927,24.324676876979936,0.02837543406154368,-30.5322306315104
0.02685022019464371,30.962179892422995,0.028290553729060183,-21.8518086751302
0.028469860439230645,45.42557607612675,0.028564651181453914,-12.48455912272135
-0.01987907050661142,42.525623659393624,0.027361356578904296,-19.00872599283855
0.008934452738033633,49.09550786710769,0.026643542118485318,-15.284461466471328
0.050171934079645264,53.92999334198651,0.02823113674218842,2.43480631510414
0.01002490925623583,56.28546242311487,0.02828709908523555,5.940643310546932
0.002099037344141317,54.709184137695196,0.02707659771495701,7.073439534505269
0.14144374235950052,81.23224862360809,0.037195586978204645,61.83453674316405
-0.006694405456441629,78.15728041287943,0.03695827821823686,58.34635111490883
-0.05600854991385603,69.84859619019578,0.03832240160392472,35.327859497070335
-0.05605180451604572,65.845020475893,0.03927602937257579,13.856962076822981
0.030758347508881286,68.16865202528047,0.0396873865373878,25.468488566080737
-0.00122276592224785,67.66563469053867,0.039517023636704285,25.12895609537759
-0.032024492730085764,62.51007261161684,0.03993308397175054,13.397231038411462
0.014176812837003124,61.73111761566679,0.03990960898095998,18.830559285481854
-0.06154474536821272,52.2744896958471,0.04139502362009758,-2.929936726888002
-0.019732890613733702,52.24196822501789,0.04150065540666371,-8.844941202799475
0.0058883821245041875,51.98642394423409,0.039730393227348955,-6.5896870930989735
0.04068049266746527,51.17125875663098,0.04043636807456208,7.755697631835915
0.02506062301536968,52.630854695022144,0.040197202390885915,16.096033732096373
-0.004128981904106339,52.00974398009657,0.04006200319794631,13.854891967773426
-0.018765719594816287,30.499117203120065,0.04022293711116555,6.36419576009115
0.003522897512379116,31.760295428587497,0.04016575196235586,7.262480672200525
0.018166490984887675,41.37173500715978,0.038358835713167866,12.677591959635436
-0.0025427473603651814,49.68869484459008,0.038087313957698356,10.715398152669252
0.006784023042740145,44.76422072632501,0.037838325035659516,11.947198486328148
0.003163902586034823,45.687571803940706,0.03701659694877243,11.361996459960949
